s_1_1;s_218_1;s_219_1;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_19;s_23;s_191_1;s_191_2;s_191_3;s_191_4;s_191_5;s_84;s_85;s_86;s_87;s_173;s_192;s_227;s_228;s_229;s_230;s_231;s_232;s_233;s_234;s_235;s_236;s_284;s_285;s_286;s_287;s_288;s_336;s_337;s_338;s_339;s_340;s_341;s_342;s_343;s_111;s_391;s_392;s_393;s_394;s_395;s_396;s_397;s_398;s_399;s_401;s_410;s_421;s_427;s_436;s_446;s_460;s_461;s_112;s_200;s_217;s_204;s_205;s_206;s_207;s_208;s_209;s_210;s_211;s_216;s_143;s_144;s_145;s_146;s_147;s_148;s_149;lang;stato_1;stato_2;stato_3;stato_4;stato_5
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;45;Thailand;5;1;3;60;5;1;1;0;0;1;1;1;1;4;1;7;6;5;5;2;2;3;3;4;3;4;;;;;;;;;;;;;;;6;6;6;1;6;6;4;3;3;3;2;2;2;2;2;4;3;I love isolating because of I can stay with my family;2;2;;;;;;;;;Covid has it's positive side..the world was healing herself;1;3;2;4;1;2;2;7;0;0;0;1;0
1;1;1;1;1;23;Thailand;8;2;1;42;4;1;1;1;1;0;3;4;2;5;1;1;6;3;6;1;3;3;5;1;3;1;5;2;4;1;1;6;3;5;6;6;3;4;3;Dota2;;;;;;;;;;;2;4;4;5;2;6;3;???????????? ??????????????? ???????????????????????????????????????? ?????????????????????????????????????????????????????????????? ?????????????????????????????????????????? ???????????????????????????????????????;1;1;2;;2;;2;;2;;???????????meme???? ?????????????????????????????????????????????????????????????????????;1;3;4;1;1;3;2;7;0;0;0;1;0
1;1;1;1;2;25;Thailand;8;1;1;16;2;1;1;0;0;0;6;5;3;3;5;3;6;1;6;2;1;6;6;5;6;6;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;5;2;1;6;;1;1;3;;1;;1;;3;;;4;2;4;4;4;3;3;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;26;Colombia;4;2;1;21;5;1;1;1;1;1;3;5;1;5;2;2;5;2;5;1;6;1;6;2;5;2;6;5;5;4;1;5;5;5;5;2;6;5;2;Uno;6;4;4;5;1;1;1;6;;6;4;6;4;4;6;3;4;;1;1;5;Es importante difundir no solo mala información si no artículos o imágenes que ayuden a disminuir la psicosis colectiva;5;Me divierte si es con el contexto académico;5;Es gracioso mientras nosea ofensivo;3;Na;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;28;Colombia;5;2;2;40;4;1;1;1;1;1;4;4;5;6;1;2;6;3;1;1;2;4;6;6;5;4;6;3;3;6;4;7;4;3;4;5;3;4;1;;6;2;4;1;5;4;1;6;6;6;4;4;4;2;3;2;6;;1;1;2;Por que ya hay muchas otras cuentas que se dedican a eso;5;Me distrae y me hace reír;3;;1;Nunca comparto memes;;3;3;2;2;2;1;4;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;1;0;0;0
1;1;1;1;1;29;Thailand;5;1;1;22;2;1;1;1;1;1;4;5;2;2;1;1;2;3;4;2;2;4;5;5;2;2;3;4;2;1;2;2;5;5;2;3;2;2;2;ROV (MOBA)   Ps. In Thailand it?s called ROV but in other countries the name is AOV;4;5;2;2;6;6;4;2;1;6;2;5;3;2;5;6;2;;1;1;2;Memes are supposed to be funny. Insightful memes are boring.;4;1. Covid-19 is a talk-of-the-town topic. 2. I can use them to start conversations with friends, so i feel less lonely. 3. As a mean for anger release. There are many political issues related to the virus. Mocking powerful people we hate is a kind of pleasure.;4;Same reasons as the answer above;3;The virus is not the only topics in my life. There are many interesting issues as well e.g. Politics and celebrities.;;1;1;1;1;2;1;1;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;19;Colombia;4;2;4;31;4;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;28;Colombia;5;1;3;36;3;1;1;1;0;1;3;1;1;1;1;1;6;5;5;1;6;1;6;5;4;1;5;1;5;1;6;;;;;;;;;;6;5;6;2;5;5;1;1;1;1;2;2;2;1;2;4;1;;1;1;3;Generar algo de conciencia;4;Ver el lado amable de la situación;3;Ver el lado amable de la situación;4;Reir por algo;;2;1;3;2;1;2;2;3;0;0;0;1;0
1;1;1;1;2;38;Thailand;5;1;2;30;4;1;1;1;0;1;6;6;3;5;4;2;4;2;2;2;2;4;2;4;3;2;4;3;2;2;2;;;;;;;;;;6;6;2;2;4;4;2;4;3;3;2;3;1;1;1;4;3;???????????????????????????????? ???????????? ?????????????????????? connect ????????????????????????;1;1;3;?????????????????????;4;??????????????? ????????;4;???????? ?????????????????????;3;?????????????????;;2;4;3;1;1;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;25;Sweden;4;1;2;0;1;1;1;1;1;1;4;7;2;2;1;1;4;7;4;1;1;6;1;6;1;1;4;2;4;1;1;4;7;4;1;4;1;1;1;;2;7;4;1;2;1;1;1;1;1;1;1;1;1;1;7;7;In Sweden we do not have isolation so some questions did not fit. I can imagine it is worse in other countries.;1;2;;;2;;;;;;;;;;;;;;2;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;23;Thailand;8;2;2;18;2;1;1;1;1;1;5;5;3;3;3;1;6;6;6;6;6;6;6;6;5;3;5;5;5;2;2;4;4;4;4;4;4;2;2;????????????????;6;5;5;3;5;5;5;5;2;2;5;5;5;5;5;5;5;;1;1;4;;4;;4;;3;;;2;4;2;1;2;2;1;7;0;0;0;1;0
1;1;1;1;2;28;Colombia;8;1;3;35;4;1;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;21;Colombia;4;1;3;28;3;1;1;0;0;1;4;4;4;3;3;2;2;2;3;2;1;2;4;5;2;2;;;;;;;;;;;;;;;2;2;4;2;2;2;2;2;2;2;4;5;2;2;4;2;3;;1;1;3;;3;;3;;4;;;1;1;1;1;1;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;USA;8;1;1;30;2;1;1;0;1;1;5;6;2;6;1;1;4;5;3;3;5;4;1;5;3;1;;;;;;3;5;3;5;5;2;1;1;Juegos de mesa o de bala;5;5;3;1;4;1;1;1;1;1;2;6;1;1;1;4;1;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;20;colombia;8;2;4;42;6;1;1;0;0;0;5;2;4;5;2;1;2;2;2;2;2;5;2;5;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;4;3;2;estoy bien apesar de esta situacion;2;2;;;;;;;;;no soy tan apegada al Internet o aparatos tecnológico pero considero que para otras personas si debe ser muy importante;1;2;2;2;1;2;2;3;0;0;0;1;0
1;1;1;1;2;22;Colombia;4;2;1;32;5;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;;;Colombia;4;1;1;34;2;1;1;1;1;1;2;4;1;4;2;1;1;1;1;2;2;1;1;5;1;1;1;1;1;1;1;5;4;4;2;3;1;2;1;Juegos Plataforma.;1;6;2;1;6;6;1;1;4;1;;6;2;2;6;1;1;;1;1;2;No comparto muchos memes;4;Me gustan los memes de lo que sea que me haga reir;2;No suelo hacer eso;3;Es divertido;;1;2;2;2;2;2;2;3;0;0;0;1;0
1;1;1;1;2;27;Sweden;8;2;2;30;9;1;1;1;0;1;1;4;2;4;1;1;5;5;4;3;1;4;2;5;2;2;4;2;2;2;1;;;;;;;;;;5;4;3;1;5;4;3;3;3;1;1;1;1;1;3;5;2;;1;1;3;Wanted to spread the information that easy to understand.;4;They make me happy.;4;Wanted to spread the sense of humor.;4;Wanted to spread the information or the sense of humor no matter they related to the Covid-19 or not.;;2;3;2;2;2;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;20;Colombia;4;2;4;34;1;1;1;1;0;1;3;2;4;3;1;1;7;5;6;5;5;6;7;7;7;7;7;7;7;7;7;;;;;;;;;;6;6;5;2;4;7;7;7;7;7;4;6;7;7;6;6;2;;1;2;;;3;;;;;;;2;2;3;2;1;2;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;19;Colombia;4;;4;45;2;1;1;0;0;0;6;6;4;5;1;1;6;2;6;1;1;4;1;5;3;1;;;;;;;;;;;;;;;;;;;;;;;;;1;5;5;1;4;4;2;;1;2;;;2;dan desinformación , no me gusta constantemente ver todo sobre el COVID-19;;;;;;1;1;1;1;1;1;1;3;0;0;0;1;0
1;1;1;1;2;18;colombia;3;2;1;36;3;1;1;0;1;1;4;4;6;4;2;2;6;3;6;5;4;2;3;3;6;3;;;;;;4;3;3;6;3;3;3;3;mario bros   nintendo;3;4;6;3;3;3;3;6;3;3;6;6;3;3;6;4;5;;1;1;2;;4;;4;;4;;;2;1;2;2;2;2;3;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;Colombia;4;1;2;100;8;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;39;Thailand;8;1;3;25;1;1;1;1;0;1;2;3;2;4;2;2;4;4;5;4;5;6;2;2;2;2;2;2;4;2;2;;;;;;;;;;4;5;6;3;6;6;3;3;2;;2;5;2;2;2;5;3;;1;1;5;???????????????????????????;4;;4;;3;;;2;4;1;1;1;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;20;Colombia;3;2;4;34;6;1;1;0;0;1;1;2;1;3;2;1;6;5;3;3;3;7;6;5;1;1;;;;;;;;;;;;;;;2;2;1;2;3;1;1;1;1;;2;5;6;4;6;2;2;;1;2;;;4;;;;;;;1;2;2;3;1;3;1;3;0;0;0;1;0
1;1;1;1;1;;Colombia;8;2;2;33;4;1;1;0;0;0;6;6;1;7;1;1;6;6;6;6;6;1;1;1;6;6;;;;;;;;;;;;;;;;;;;;;;;;;1;6;6;1;1;6;1;;2;2;;;;;;;;;;1;1;2;3;4;1;4;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;18;colombia;4;2;4;36;5;1;1;0;1;1;5;3;6;3;1;1;6;6;;3;6;1;1;2;6;3;;;;;;5;3;3;1;5;4;6;2;parchis;6;4;6;2;6;6;6;4;2;2;4;4;2;2;4;4;3;;1;1;2;;4;me alegran el dia.;3;para hacer reir a otros;4;;;1;2;2;2;1;3;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;33;Colombia;4;2;1;30;6;1;1;1;0;1;2;1;2;2;1;1;6;1;6;2;2;1;3;2;6;4;1;1;1;1;1;;;;;;;;;;6;1;6;1;1;1;1;6;2;2;6;3;1;5;6;1;6;;1;1;3;Porque son divertidos;4;Sonreir por algo;3;;5;Evitar el tema del covid;;1;1;4;4;2;3;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;;Colombia;7;2;4;24;4;1;1;0;1;1;2;2;2;3;1;1;4;4;5;3;2;4;3;4;2;3;;;;;;2;2;2;4;1;2;1;1;Free fire  Call of duty   Parchis;3;4;5;1;5;4;2;1;3;2;5;6;2;2;2;4;2;;1;1;1;;3;;2;;2;;;2;1;1;1;2;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;;19;colombia;4;2;4;32;2;1;1;0;0;0;6;7;4;3;7;2;4;5;2;2;2;6;1;3;7;7;;;;;;;;;;;;;;;;;;;;;;;;;1;7;1;1;3;6;4;no;1;2;;;2;;;;;;;2;1;2;1;1;1;2;3;0;0;0;1;0
1;1;1;1;2;18;colombia;;2;4;42;10;1;1;1;1;1;6;5;5;4;2;2;6;6;4;5;6;4;4;1;1;5;6;5;4;1;5;6;4;4;4;2;4;2;1;parchis , uno y domini;6;4;4;5;2;1;1;1;;1;2;2;2;6;2;6;1;;1;2;;;1;no me parece algo chistoso;;;;;;2;1;4;4;2;4;2;3;0;0;0;1;0
1;1;1;1;3;25;Thailand;8;1;3;29;4;1;1;1;0;1;5;1;3;4;7;1;3;1;4;3;2;6;1;5;2;2;4;7;4;2;1;;;;;;;;;;4;4;3;2;5;5;1;2;1;1;2;4;1;1;4;5;1;;2;2;;;;;;;;;;1;4;1;1;1;1;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;;colombia;2;2;4;29;3;1;1;1;1;1;5;6;1;5;1;7;6;1;5;1;6;6;5;6;1;1;6;6;6;1;1;4;1;4;4;1;1;1;1;;6;6;4;1;6;1;1;1;4;4;4;5;1;1;5;6;1;;1;1;4;para generar conciencia;5;para hacer ameno el encierro;3;;5;;;3;1;2;1;3;4;4;3;0;0;0;1;0
1;1;1;1;1;21;Colombia;4;1;3;24;2;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;21;colombia;4;2;1;33;4;1;1;1;0;1;6;6;5;5;1;1;6;6;6;6;6;1;6;1;1;1;5;4;4;2;2;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;;1;1;1;;1;;1;;1;;;3;2;3;3;3;3;3;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;20;Colombia;4;2;2;33;2;1;1;1;1;1;5;6;6;5;7;7;6;6;6;4;4;3;5;6;7;7;5;6;6;7;5;2;2;4;2;4;4;2;2;juegos de friv;6;6;6;5;4;4;4;7;7;7;4;5;6;4;5;6;2;;1;1;2;;3;;2;;5;;;2;1;3;2;1;2;3;3;0;0;0;1;0
1;1;1;1;1;33;Argentina;5;1;1;34;;1;1;1;0;1;6;6;2;6;2;1;5;5;2;7;5;4;3;6;2;1;6;6;2;1;1;;;;;;;;;;6;6;2;4;3;1;1;1;1;3;7;7;7;7;7;5;2;;1;1;3;;3;;2;;3;;;2;1;2;2;2;2;2;3;0;0;0;1;0
1;1;1;1;2;34;colombia;4;1;2;;5;1;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;31;Colombia;8;2;3;42;3;1;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;2;6;4;6;me acuesto mas tarde , pegada del computador que cuando no había cuarentena.Por que todos estamos virtual y se nos cruzan los horarios con los hijos, trabajo de mi esposo  toca posponer actividades.;2;2;;;;;;;;;no;2;1;2;3;1;2;1;3;0;0;0;1;0
1;1;1;1;1;35;Thailand;5;1;4;30;3;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;26;Colombia;4;2;2;40;4;1;1;0;0;1;5;4;2;4;6;1;6;6;6;6;6;2;6;2;2;2;;;;;;;;;;;;;;;5;5;1;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;1;1;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;31;Colombia;5;1;3;30;3;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;20;colombia;4;2;4;30;2;1;1;0;0;1;6;5;6;6;2;2;6;2;6;2;;2;2;2;2;2;;;;;;;;;;;;;;;5;4;5;4;2;2;2;2;2;2;2;3;2;2;2;2;2;;1;1;1;;1;;1;;5;;;2;2;1;2;1;2;3;3;0;0;0;1;0
1;1;1;1;2;21;Colombia;4;1;3;27;4;1;1;1;1;1;4;5;6;5;4;4;6;4;6;3;5;5;5;5;5;5;4;5;5;5;4;6;5;5;6;6;3;5;5;Parchis;6;6;6;5;5;4;2;6;6;4;3;5;2;3;5;5;6;;1;1;3;;3;;3;;4;;;3;3;4;3;1;2;3;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
